id,q,r
960,"""Blood relationships are never based on choice , yet they entail moral obligations , nonetheless .""","""Every relationship does entail moral obligations in one way or another , but the argument is that there is no relationship that morally obligates one to share ones body ."""
961,"""Nine months of discomfort is nothing compared to life in prison for voluntary manslaughter !""","""Or , spend three months pregnant and then get an abortion , then you lose only one `` potential `` human instead of four ."""
962,"""Oh , derrrr !""","""That should be , `` duh `` ."""
963,"""In essence , it seems as though the central claim is that nothing `` intelligent `` and no `` information `` can be be created except by a creator , and that the world as we know it could not exist without this information .""","""I 'd say no to the first part , and yes to the second ."""
964,"""If she supported bans on all guns then why would she say `` I know the sense of helplessness that people feel .""","""Because she , like every other political figurehead , thinks it 's alright for her to carry a gun , but not anybody else ."""
965,"""Well , I guess it 's time to yank their tax-exempt status from them .""","""Go pound sand . You 're the people who want the Separation of Church and State , remember ? Get your sick , satanic mits off the church ."""
966,"""Gary Ridgway could be more insane that Andrea Yates , but he was punished and she was not .""","""Gary Ridgway , the serial murderer of some 60 or more women , possibly more ."""
1016,"""Except that that would be the author 's words , not a direct quote .""","""It says `` In actuality , according to ATF special agent William Newell , about 17 percent of guns associated with crime in Mexico came from the United States."""
1017,"""Over time , very short time , the population will only consist of the long haired dogs as the short and medium haired dogs would freeze and be wiped out by the cold conditions .""","""What about animals that had a combination of both long and short hair ."""
1018,"""You telling me that one day I could have claws come out of my hands ? ........ SWEET !""","""Just so we 're all clear ..."""
1019,"""I do n't think anyone argued that Christian fundamentalism was able to co-exist with reality .""","""Please stop making statements that have nothing whatsoever to do with the debate at hand . We 're not talking about Christian fundamentalism and `` reality `` ."""
1020,"""all you have to do is scroll back a page or two in this forum ... look for my posts regarding cichlids , guppies and lizards .""","""So , you are n't going to post any proof here . How typical . You also did n't address the rest of my post ."""
1021,"""OC : That is why they will not reply .""","""I think you present a good point , but part of the test here is to see how my post is reponded to ; silence from certain people tells us things in inself ."""
1022,"""Another wild-butt theory from the radical left . Liberals do love their Michael Moore theories . So prove it .""","""Why should I prove anything , you never do ."""
1156,"""Can they say that women have inherent value and worth and what is their reasoning ?""","""However we do know that the woman has self conscious , and feels pain ."""
1157,"""What exactly are the age ranges of these `` children `` in the news stories ?""","""Sometimes elementary/middle school kids and sometimes older minors like high school kids ."""
1158,"""If VPC claims the total is 151 , where are the missing cases in your citation ?""","""I counted the cases listed , not the body counts of each case ."""
1159,"""Why would God create man , give them free will , then punish those who actually exercise their free will and choose not to believe in God ?""","""Maybe He does n't punish them ."""
1160,"""My OP is about how evolutionists have developed a whole theory based on the fraudulent premise that genes control everything .""","""You do n't believe in inherited traits ?"""
1161,"""Done been posted on two or three threads here already . You are a smart boy , do your own search and maybe you wo n't forget .""","""I did n't know this had already been posted . Like I said I do n't really follow the gun thread that often ."""
1162,"""The `` black market `` does n't deal in homemade weapons . They 're stolen for the most part too .""","""And if they 're stolen that means that they 're illegally possessed by a currently illegal supplier ."""
1170,"""Anecdotal evidence does n't affect statistical probability - that there was a single event says nothing about which is generally better .""","""And yet the post-Dunblane handgun ban happened after only one event ."""
1171,"""I was n't oversimplifying anything , only stating the obvious in that a whack job intent on murdering people can do it very effectively without a gun .""","""I 'm not arguing that gun control will change the nature of men- though guns may make them more willing and confident to engage in crime ."""
